84,12.25,87.75
84,13.8125,77.8125
84,21,67.875
84,29.8125,58.125
84,39.25,48.4375
84,48.9375,38.8125
84,58.75,29.375
84,68.75,20.4375
84,78.5625,12.875
84,93.75,13.375
66,11.875,75.5625
66,9,65.75
66,15.125,56
66,24.1875,46.625
66,33.6875,37.0625
66,43.1875,28.125
66,52.9375,19.6875
66,62.6875,14
66,76,14.9375
72,15.5,85.25
72,11.375,75.75
72,14.5,66.4375
72,22.6875,56.4375
72,31.6875,46.9375
72,40.875,37.75
72,50.4375,28.6875
72,59.4375,20.125
72,68.3125,13.375
72,78.25,11.6875
